,Census.Tract.GEOID,BUILDING.ID,BUILDING.ADDRESS,CARBON.DIOXIDE.EMISSIONS,COMPLIANCE.STATUS,X.DIFFERENCE.SOURCE.EUI,X.DIFFERENCE.SITE.EUI,ENERGY.STAR.SCORE,ENERGY.STAR.CERTIFICATION.ELIGIBILITY,ENERGY.STAR.CERTIFICATION.LAST.APPROVAL.DATE,ENERGY.STAR.CERTIFICATION.YEARS.CERTIFIED,ENTITY.RESPONSIBLE.FOR.BENCHMARK,GROSS.BUILDING.FLOOR.AREA,INDOOR.WATER.USE,INDOOR.WATER.USE.INTENSITY,NUMBER.OF.BUILDINGS,OCCUPANCY,OUTDOOR.WATER.USE,POSTAL.CODE,PROGRAM.YEAR,PROPERTY.TYPE,SITE.EUI,Source.EUI,TOTAL.WATER.USE,WEATHER.NORMALIZED.SITE.EUI,WEATHER.NORMALIZED.SOURCE.EUI,YEAR.BUILT,AIN,LADBS.Building.Category,CityOwned,Building.Wave,Longitude,Latitude,CES.Score,CES.Score.Percentile,Disadvantaged.Community,building.type,year.built..year.,floor_area,baseline.annual.site.energy.use.intensity..kWh.m2.,floor_area_2,predicted_cooling_capacity_tons
4137,6037207900.0,484962836934,300 E 9TH ST,50.2,0,-69.3,-69.3,100.0,0.0,,Not Available,"Vert Energy Group, Inc.",70700.0,,,1.0,100.0,,90015,2019,Multifamily Housing,11.2,23.5,313.4,11.1,23.4,1922.0,022,"50,000 to 99,999",0,3,-118.25329599999999,34.04,35.3254062573553,69.05032160423761,0.0,Multi Family House,1950s,70700,11.2,4998490000,0.541249
3896,6037207301.0,485012837905,804 S MAIN ST,2.5,1,-96.5,-96.5,,0.0,,Not Available,Cahuenga Investments LLC,25390.0,,,1.0,90.0,714.0,90014,2019,Retail Store,1.5,4.2,714.0,1.5,4.2,1993.0,017,"20,000 to 49,999",0,3,-118.25338,34.0426,55.6454377143177,93.61836297137091,1.0,Retail,1990s,25390,1.5,644652100,0.5045029999999999
3894,6037207301.0,485063838700,210 W 7TH ST,865.1,1,35.5,35.5,10.0,0.0,,Not Available,AIMCO,174000.0,9920.3,57.01,1.0,90.0,,90014,2016,Multifamily Housing,66.5,159.2,9920.3,67.6,160.4,1981.0,033,"100,000+",0,1,-118.25239599999999,34.044582,55.6454377143177,93.61836297137091,1.0,Multi Family House,1950s,267890,34.9,71765052100,1.7560380000000002
7402,,485091841660,333 S GRAND AVE,6238.0,1,-44.5,-44.5,87.0,0.0,2018-07-12,"2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2009",Leading Edge Consulting Services LLC,2771457.0,17291.5,6.24,1.0,100.0,,90071,2018,Office,32.1,88.9,17291.5,32.0,88.6,1981.0,012,"100,000+",0,1,,,,,,Office,1980s,2771457,33.1,7680973902849,0.0
3905,6037207301.0,485167839050,638 S BROADWAY,,0,,,,,,,,,,,,,,90014,2020,,,,,,,,021,"50,000 to 99,999",0,1,-118.25258000000001,34.046054999999996,55.6454377143177,93.61836297137091,1.0,Retail,1950s,90000,2.6,8100000000,2.840589
5842,6037226002.0,485219837418,819 SANTEE ST,,0,,,,,,,,,,,,,,90014,2020,,,,,,,,005,"50,000 to 99,999",0,5,-118.252075,34.041035,76.03642941128429,99.73514945138099,1.0,Multi Family House,1950s,95740,56.5,9166147600,1.304066
3649,6037197300.0,485420852844,1727 MORTON AVE,73.1,0,-7.8,-7.8,62.0,0.0,,Not Available,Menorah Housing Foundation,31742.0,,,1.0,100.0,,90026,2019,Multifamily Housing,38.6,74.0,1431.8,38.3,73.6,2002.0,031,"20,000 to 49,999",0,3,-118.25107,34.083040000000004,45.4978135265143,83.62971370916891,1.0,Multi Family House,1990s,31742,38.6,1007554564,0.18443099999999998
5834,6037226002.0,485438837640,217 E 8TH ST,,0,,,,,,,,,,,,,,90014,2020,,,,,,,,005,"50,000 to 99,999",0,1,-118.25216999999999,34.04179,76.03642941128429,99.73514945138099,1.0,Multi Family House,1950s,65454,35.7,4284226116,0.745405
3917,6037207302.0,485466838631,111 W 7TH ST,,0,,,,,,,,,,,,,,90014,2020,,,,,,,,011,"100,000+",0,1,-118.25143999999999,34.043976,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,225283,31.8,50752430089,1.630185
3923,6037207302.0,485521838904,626 S SPRING ST,145.8,1,53.0,53.0,4.0,0.0,,Not Available,"Vert Energy Group, Inc.",45396.0,,,1.0,100.0,,90014,2018,Multifamily Housing,48.2,116.2,2321.2,48.3,116.2,1912.0,021,"20,000 to 49,999",0,3,-118.25145,34.045429999999996,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,45396,48.2,2060796816,0.74483
3886,6037207301.0,485545839368,561 S SPRING ST,,0,,,,,,,,,,,,,,90013,2018,,,,,,,,014,"100,000+",0,5,-118.25044,34.046528,55.6454377143177,93.61836297137091,1.0,Multi Family House,1950s,229628,52.0,52729018384,2.2192380000000003
3997,6037207502.0,485569841928,255 S GRAND AVE,,0,,,,,,,,,,,,,,90012,2020,,,,,,,,015,"100,000+",0,5,-118.25018999999999,34.054157000000004,39.2439450431338,74.8013620885358,0.0,Multi Family House,1980s,680716,25.8,463374272656,0.01365
4012,6037207502.0,485577842162,225 S GRAND AVE,730.9,1,-4.9,-4.9,57.0,0.0,,Not Available,Related Management,290809.0,,,1.0,100.0,,90012,2019,Multifamily Housing,40.2,80.3,8334.5,40.0,80.3,2014.0,BRK,"100,000+",0,2,-118.25005,34.054306,39.2439450431338,74.8013620885358,0.0,Multi Family House,1990s,290809,43.1,84569874481,0.639049
5838,6037226002.0,485596837889,732 S LOS ANGELES ST,281.1,1,,,,0.0,,Not Available,"Vert Energy Group, Inc.",68128.0,,,1.0,100.0,,90014,2017,Manufacturing/Industrial Plant,63.7,135.2,4423.2,63.7,135.2,1924.0,001,"50,000 to 99,999",0,5,-118.25108,34.042763,76.03642941128429,99.73514945138099,1.0,Multi Family House,1950s,68128,14.4,4641424384,0.555174
4024,6037207502.0,485597840707,417 S HILL ST,986.8,1,107.3,107.3,1.0,0.0,,Not Available,"Vert Energy Group, Inc.",212090.0,,,1.0,100.0,,90013,2018,Multifamily Housing,72.4,157.4,3807.7,,,1926.0,BRK,"100,000+",0,4,-118.25119,34.04942,39.2439450431338,74.8013620885358,0.0,Multi Family House,1980s,575417,27.8,331104723889,0.08151599999999999
5843,6037226002.0,485840833736,900 E PICO BLVD,7.8,1,-92.3,-92.3,,0.0,,Not Available,Cahuenga Investments LLC,33320.0,,,1.0,100.0,,90021,2018,Retail Store,3.3,9.3,205.4,3.3,9.2,1987.0,033,"20,000 to 49,999",0,4,-118.25033,34.03118,76.03642941128429,99.73514945138099,1.0,Retail,1980s,33320,3.3,1110222400,0.8370989999999999
2803,6037186401.0,485867866238,3431 N SAN FERNANDO RD,2.1,1,-98.1,-98.1,100.0,0.0,,Not Available,Forest Lawn Memorial-Park Association,27891.0,,,1.0,100.0,,90065,2018,Office,1.1,3.0,479.8,1.1,3.0,1987.0,037,"20,000 to 49,999",0,5,-118.25051,34.119576,56.9069880044815,94.5894816496406,1.0,Office,1980s,27891,0.7,777907881,7.214374
3912,6037207302.0,485895838764,600 S MAIN ST,,0,,,,,,,,,,,,,,90014,2020,,,,,,,,015,"100,000+",0,3,-118.25003999999998,34.045162,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,291800,43.2,85147240000,1.9477229999999999
3648,6037197300.0,486033853027,1844 MORTON AVE,,0,,,,,,,,,,,,,,90026,2020,,,,,,,,025,"20,000 to 49,999",0,4,-118.25017,34.08405,45.4978135265143,83.62971370916891,1.0,Multi Family House,1980s,29661,34.3,879774921,0.25142600000000004
3968,6037207400.0,486086843605,111 N HOPE ST,,0,,,,,,,,,,,,,,90012,2019,,,,,,,,910,"100,000+",1,3,-118.24958000000001,34.056675,,,1.0,Office,1960s,890000,94.8,792100000000,0.012638
3953,6037207302.0,486102839500,500 S SPRING ST,466.7,1,33.5,33.5,12.0,0.0,,Not Available,AUM,125278.0,,,1.0,95.0,,90013,2018,Multifamily Housing,56.4,133.1,4659.6,56.5,133.2,1906.0,004,"100,000+",0,1,-118.249725,34.047270000000005,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,125278,49.5,15694577284,1.437778
3983,6037207502.0,486133841657,255 S HILL ST,1554.4,0,-23.4,-23.4,84.0,1.0,,Not Available,WegoWise,778666.0,,,1.0,100.0,,90012,2019,Multifamily Housing,32.4,62.0,28414.0,31.8,61.4,1980.0,264,"100,000+",0,4,-118.2488,34.05198,39.2439450431338,74.8013620885358,0.0,Multi Family House,1980s,778666,32.4,606320739556,0.0018690000000000002
3998,6037207502.0,486295841846,200 S OLIVE ST,532.5,1,-30.9,-30.9,91.0,1.0,,Not Available,Retirement Housing Foundation,250575.0,,,1.0,100.0,,90012,2018,Multifamily Housing,34.3,66.8,9659.0,34.4,66.9,1981.0,023,"100,000+",0,4,-118.248856,34.053734000000006,39.2439450431338,74.8013620885358,0.0,Multi Family House,1980s,250575,34.3,62787830625,0.8472790000000001
3659,6037197600.0,486310846857,1115 W SUNSET BLVD,433.1,1,20.4,20.4,21.0,0.0,,Not Available,Linear City Development LLC,126645.0,,,1.0,100.0,,90012,2018,Multifamily Housing,53.8,113.2,3121.6,,,2014.0,002,"100,000+",0,4,-118.2495,34.066,43.4236265342127,80.779417328793,1.0,Multi Family House,1990s,126645,53.8,16038956025,0.5073489999999999
3933,6037207302.0,486353839586,451 S MAIN ST,,0,,,,,,,,,,,,,,90013,2020,,,,,,,,BRK,"100,000+",0,4,-118.24805500000001,34.047215,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,190954,40.1,36463430116,1.6990509999999999
3947,6037207302.0,486411839332,500 S MAIN ST,96.4,0,-40.1,-40.1,97.0,0.0,,Not Available,Unknown,35206.0,,,1.0,100.0,,90013,2018,Multifamily Housing,46.5,75.8,1869.0,46.5,75.7,2015.0,019,"20,000 to 49,999",0,2,-118.24895,34.046240000000004,50.0944864951898,88.9141127506621,1.0,Multi Family House,1990s,35206,46.5,1239462436,0.215113
3927,6037207302.0,486458840143,408 S SPRING ST,,0,,,,,,,,,,,,,,90013,2020,,,,,,,,011,"50,000 to 99,999",0,2,-118.24848999999999,34.048603,50.0944864951898,88.9141127506621,1.0,Multi Family House,1990s,77030,34.9,5933620900,0.26708899999999997
6049,6037242300.0,486497804919,9315 FIRTH BLVD,183.0,1,-38.8,-38.8,97.0,0.0,,Not Available,"Vert Energy Group, Inc.",111440.0,,,1.0,100.0,,90002,2017,Multifamily Housing,26.7,48.6,5877.4,26.7,48.6,2010.0,026,"50,000 to 99,999",0,5,-118.24755,33.951972999999995,59.664684138073994,96.22903266490101,1.0,Multi Family House,1990s,111440,26.7,12418873600,0.306764
3945,6037207302.0,486815839826,400 S MAIN ST,,0,,,,,,,,,,,,,,90013,2020,,,,,,,,001,"100,000+",0,4,-118.24723,34.048077,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,131161,36.4,17203207921,1.22494
3937,6037207302.0,486819839647,117 WINSTON ST,,0,,,,,,,,,,,,,,90013,2020,,,,,,,,010,"20,000 to 49,999",0,4,-118.24724599999999,34.047028000000005,50.0944864951898,88.9141127506621,1.0,Multi Family House,1950s,52080,21.3,2712326400,0.531521
3837,6037206200.0,486962839399,422 S LOS ANGELES ST,8.8,1,-94.7,-94.7,,0.0,,Not Available,S LOS ANGELES STREET ASSOCIATES LLC,24000.0,80.8,2.74,1.0,90.0,,90013,2019,Retail Store,4.3,11.9,80.8,4.3,11.9,1933.0,005,"20,000 to 49,999",0,5,-118.246796,34.046795,65.2595952387712,98.23432967587341,1.0,Retail,1950s,24000,3.9,576000000,1.569951
3844,6037206300.0,487087837721,625 S SAN PEDRO ST,192.7,0,-21.2,-21.2,81.0,1.0,,Not Available,Unknown,51230.0,,,1.0,100.0,,90014,2019,Multifamily Housing,62.4,110.6,3206.4,62.2,110.8,2006.0,017,"50,000 to 99,999",0,1,-118.24564,34.041786,65.9410582222724,98.44873250094591,1.0,Multi Family House,1990s,51230,69.0,2624512900,0.352865
3847,6037206300.0,487453838430,520 SAN JULIAN ST,125.7,1,-38.0,-38.0,96.0,0.0,,Not Available,The John Stewart Company,35716.0,,,1.0,90.0,,90013,2018,Multifamily Housing,55.7,115.1,2091.6,55.7,115.1,1992.0,016,"20,000 to 49,999",0,1,-118.24526000000002,34.044140000000006,65.9410582222724,98.44873250094591,1.0,Multi Family House,1990s,35716,61.8,1275632656,0.271785
3851,6037207101.0,487540845116,633 N BUNKER HILL AVE,143.9,1,-3.3,-3.3,55.0,0.0,,Not Available,Unknown,52548.0,,,1.0,100.0,,90012,2018,Multifamily Housing,46.5,75.8,5091.4,46.5,75.7,1989.0,037,"20,000 to 49,999",0,4,-118.24436000000001,34.061679999999996,36.075927479527394,70.1475595913734,0.0,Multi Family House,1980s,52548,46.5,2761292304,0.379307
3938,6037207302.0,487566840364,249 S LOS ANGELES ST,0.0,0,-100.0,-100.0,,0.0,,Not Available,ece_cola_gsd,5000.0,,,0.0,100.0,,90012,2019,Office,0.0,0.0,0.0,0.0,0.0,1970.0,910,"50,000 to 99,999",1,3,-118.24401999999999,34.049385,50.0944864951898,88.9141127506621,1.0,Office,1970s,5000,0.0,25000000,5.793216
3840,6037206300.0,487568838391,521 S SAN PEDRO ST,,0,,,,,,,,,,,,,,90013,2020,,,,,,,,021,"20,000 to 49,999",0,1,-118.244225,34.043704999999996,65.9410582222724,98.44873250094591,1.0,Multi Family House,1990s,27846,84.1,775399716,0.34938400000000003
3877,6037207103.0,487674845844,813 ALPINE ST,59.7,1,-67.1,-67.1,100.0,0.0,,Not Available,Miller & Desatnik,57229.0,,,1.0,100.0,,90012,2017,Multifamily Housing,17.7,28.0,1432.4,18.0,28.3,1992.0,024,"50,000 to 99,999",0,3,-118.24443000000001,34.063812,53.0082861574294,91.53739437507879,1.0,Multi Family House,1990s,57229,28.7,3275158441,0.204453
6044,6037242200.0,488149802119,1717 E 103RD ST,576.7,1,27.7,27.7,15.0,0.0,,Not Available,American Utility Management,113598.0,,,32.0,95.0,,90002,2016,Multifamily Housing,84.8,124.6,12277.0,84.8,124.6,1975.0,047,"100,000+",0,5,-118.24258999999999,33.943214000000005,64.0321281370106,97.9190314037079,1.0,Multi Family House,1970s,113598,84.8,12904505604,1.153317
3829,6037206200.0,488258838322,609 E 5TH ST,133.2,0,28.7,28.7,15.0,0.0,,Not Available,Unknown,26795.0,,,1.0,100.0,,90013,2018,Multifamily Housing,82.9,144.5,2852.5,83.1,144.7,1992.0,004,"20,000 to 49,999",0,2,-118.24263,34.043440000000004,65.2595952387712,98.23432967587341,1.0,Multi Family House,1990s,26795,82.9,717972025,0.339363
3859,6037207102.0,488309844505,636 N HILL PL,291.1,1,-29.0,-29.0,93.0,1.0,,Not Available,"636 NHP, LLC",127000.0,,,1.0,95.0,,90012,2019,Multifamily Housing,37.3,70.6,7304.7,37.1,70.4,1987.0,017,"100,000+",0,3,-118.24243999999999,34.061012,57.45246244295521,94.8921679909194,1.0,Multi Family House,1980s,127000,37.3,16129000000,0.590367
3955,6037207400.0,488403841800,200 N MAIN ST,3660.2,1,-1.4,-1.4,51.0,0.0,,Not Available,ece_cola_gsd,823272.0,10661.6,12.95,1.0,100.0,,90012,2018,Office,63.1,176.7,22126.4,62.5,175.1,2000.0,901,"100,000+",1,1,-118.24248500000002,34.05316,,,1.0,Office,1990s,823272,63.1,677776785984,0.03215
3856,6037207102.0,488629844895,734 YALE ST,185.2,1,-23.7,-23.7,84.0,1.0,,Not Available,"Vert Energy Group, Inc.",87617.0,,,1.0,100.0,,90012,2019,Multifamily Housing,37.1,58.2,7628.6,36.7,57.8,2007.0,028,"100,000+",0,3,-118.241425,34.061943,57.45246244295521,94.8921679909194,1.0,Multi Family House,1990s,87617,39.7,7676738689,0.312733
3850,6037206300.0,488695837002,905 E 6TH ST,,0,,,,,,,,,,,,,,90021,2020,,,,,,,,040,"20,000 to 49,999",0,2,-118.24125,34.039783,65.9410582222724,98.44873250094591,1.0,Multi Family House,1990s,20106,34.6,404251236,0.153408
3819,6037206200.0,488743839652,455 E 3RD ST,610.4,0,-81.9,-81.9,100.0,1.0,,Not Available,"Royal Property Management Group,",2960926.0,,,1.0,100.0,,90013,2019,Multifamily Housing,3.3,6.5,14079.9,3.2,6.5,1975.0,028,"100,000+",0,2,-118.2417,34.046974,65.2595952387712,98.23432967587341,1.0,Multi Family House,1970s,2960926,3.3,8767082777476,0.0
6048,6037242200.0,488787805340,1800 E 92ND ST,,0,,,,,,,,,,,,,,90002,2020,,,,,,,,045,"50,000 to 99,999",0,1,-118.240654,33.953266,64.0321281370106,97.9190314037079,1.0,Multi Family House,1990s,61022,7.2,3723684484,0.153532
3866,6037207102.0,488870844116,639 N BROADWAY,,0,,,,,,,,,,,,,,90012,2020,,,,,,,,002,"100,000+",0,4,-118.23984499999999,34.059290000000004,57.45246244295521,94.8921679909194,1.0,Multi Family House,1990s,382200,27.6,146076840000,0.37051100000000003
3812,6037206200.0,489036839673,223 S CENTRAL AVE,164.8,1,-34.9,-34.9,94.0,0.0,,Not Available,"RealPage Utility Management, Inc.",68130.0,,,1.0,95.0,,90012,2018,Multifamily Housing,40.7,68.8,3231.6,40.8,68.9,1980.0,014,"50,000 to 99,999",0,2,-118.23943,34.04728,65.2595952387712,98.23432967587341,1.0,Multi Family House,1980s,94380,29.5,8907584400,0.42038000000000003
3824,6037206200.0,489046840013,375 E 2ND ST,485.1,1,-11.4,-11.4,71.0,0.0,,Not Available,equity residential,197158.0,,,1.0,95.0,,90012,2017,Multifamily Housing,37.5,82.5,2342.2,38.2,83.3,2007.0,BRK,"100,000+",0,2,-118.23991399999998,34.048115,65.2595952387712,98.23432967587341,1.0,Multi Family House,1990s,197158,37.5,38871276964,0.5465220000000001
3832,6037206200.0,489357839995,437 E 2ND ST,68.9,1,-25.2,-25.2,77.0,0.0,,Not Available,legend real estate management,26387.0,49.0,1.86,0.0,100.0,,90012,2018,Retail Store,39.4,110.2,49.0,38.8,108.6,2001.0,011,"20,000 to 49,999",0,3,-118.238846,34.047413,65.2595952387712,98.23432967587341,1.0,Retail,1990s,26387,39.4,696273769,0.898334
3870,6037207103.0,490021845050,808 N SPRING ST,,0,,,,,,,,,,,,,,90012,2020,,,,,,,,005,"100,000+",0,1,-118.23683,34.06204,53.0082861574294,91.53739437507879,1.0,Multi Family House,1990s,129962,46.5,16890121444,0.464121
7502,,490080842381,700 N ALAMEDA ST,1637.8,1,-42.2,-42.2,90.0,0.0,2019-11-01,"2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006",Metropolitan Water District,541704.0,4280.1,7.9,1.0,75.0,3811.7,90012,2019,Office,43.7,116.7,8091.8,43.6,116.8,1998.0,930,"100,000+",0,1,,,,,,Office,1990s,541704,46.5,293443223616,5.528995
3762,6037206020.0,490402843258,888 N ALAMEDA ST,237.5,1,-28.9,-28.9,89.0,0.0,,Not Available,equity residential,244500.0,,,1.0,95.0,,90012,2018,Multifamily Housing,13.8,38.6,6751.9,13.8,38.6,2007.0,BRK,"100,000+",0,5,-118.23711399999999,34.057858,28.181432027607197,56.4131668558456,0.0,Multi Family House,1990s,244500,13.8,59780250000,0.41823999999999995
2799,6037186302.0,490498863361,2614 ARTHUR ST,124.4,1,15.7,15.7,35.0,0.0,,Not Available,"Vert Energy Group, Inc.",26732.0,,,1.0,100.0,,90065,2018,Retail Store,72.4,157.4,479.9,,,2003.0,046,"20,000 to 49,999",0,1,-118.23473999999999,34.11234,37.560317314927,72.5816622524909,0.0,Retail,1990s,26732,72.4,714599824,1.476325
3783,6037206031.0,490550836477,1309 E 6TH ST,,0,,,,,,,,,,,,,,90021,2020,,,,,,,,005,"20,000 to 49,999",0,4,-118.236275,34.03819,53.8951964525006,92.3697818135957,1.0,Multi Family House,1950s,33750,9.2,1139062500,0.36985999999999997
3778,6037206031.0,490594837540,510 S HEWITT ST,,0,,,,,,,,,,,,,,90013,2020,,,,,,,,BRK,"100,000+",0,1,-118.23501,34.041540000000005,53.8951964525006,92.3697818135957,1.0,Multi Family House,1950s,466134,10.8,217280905956,0.47138900000000006
3791,6037206031.0,490622839852,905 E 2ND ST,815.5,1,-20.9,-20.9,87.0,0.0,2020-01-06,"2019, 2018",JP Morgan Chase,234555.0,,,1.0,95.0,,90012,2019,Multifamily Housing,57.4,103.4,8131.3,57.1,103.1,2016.0,063,"100,000+",0,2,-118.23493,34.047173,53.8951964525006,92.3697818135957,1.0,Multi Family House,1990s,234555,54.9,55016048025,0.76543
3774,6037206031.0,490692838767,843 TRACTION AVE,76.3,1,18.1,18.1,23.0,0.0,,Not Available,Yardi Energy,43600.0,1535.8,35.23,1.0,95.0,,90013,2018,Multifamily Housing,27.0,60.0,1535.8,27.0,60.0,1906.0,004,"20,000 to 49,999",0,4,-118.23456999999999,34.044483,53.8951964525006,92.3697818135957,1.0,Multi Family House,1950s,43600,27.0,1900960000,0.533094
3767,6037206031.0,491122835596,1855 E INDUSTRIAL ST,,0,,,,,,,,,,,,,,90021,2020,,,,,,,,BRK,"100,000+",0,4,-118.23333999999998,34.035779999999995,53.8951964525006,92.3697818135957,1.0,Multi Family House,1990s,166822,42.8,27829579684,0.530435
6056,6037243100.0,491163798573,2250 E 111TH ST,,0,,,,,,,,,,,,,,90059,2016,,,,,,,,049,"100,000+",0,2,-118.2328,33.934643,73.5392853207954,99.6090301425148,1.0,Multi Family House,1990s,60931,8.5,3712586761,0.156414
7367,,491477857221,1311 N SAN FERNANDO BRAE RD,,0,,,,,,,,,,,,,,90065,2019,,,,,,,,903,"20,000 to 49,999",0,1,,,,,,Multi Family House,1990s,71961,38.6,5178385521,0.270391
3773,6037206031.0,491535832054,2315 E OLYMPIC BLVD,50.8,1,-25.4,-25.4,,0.0,,Not Available,JNM Realty,22932.0,458.6,20.0,1.0,100.0,,90021,2018,Multifamily Housing,31.5,88.1,458.6,31.5,88.1,1942.0,036,"20,000 to 49,999",0,3,-118.23116999999999,34.02582,53.8951964525006,92.3697818135957,1.0,Multi Family House,1950s,22932,34.5,525876624,0.48139499999999996
3784,6037206031.0,492025835124,2101 E 7TH ST,55.3,0,-54.7,-54.7,100.0,0.0,,Not Available,"Vert Energy Group, Inc.",63786.0,,,1.0,100.0,,90021,2019,Multifamily Housing,13.4,34.7,1318.8,13.3,34.6,1910.0,008,"50,000 to 99,999",0,3,-118.22890500000001,34.03457,53.8951964525006,92.3697818135957,1.0,Multi Family House,1950s,63786,13.4,4068653796,0.526273
7403,,492157865909,3940 EAGLE ROCK BLVD,13.6,1,-91.1,-91.1,100.0,0.0,,Not Available,UDI Investment Co.,55000.0,,,1.0,100.0,,90065,2017,Multifamily Housing,3.3,10.3,4112.8,,,1988.0,011,"50,000 to 99,999",0,5,,,,,,Multi Family House,1980s,55000,3.3,3025000000,0.203559
7114,6037980010.0,492325848741,433 CASANOVA ST,71.8,0,12.8,12.8,31.0,0.0,,Not Available,"Vert Energy Group, Inc.",25966.0,,,1.0,100.0,,90012,2019,Multifamily Housing,44.7,86.3,2551.6,44.4,85.9,1998.0,023,"20,000 to 49,999",0,1,-118.2293,34.071777000000004,46.8734551588626,85.30710051708921,1.0,Multi Family House,1990s,25966,42.4,674233156,0.183657
2792,6037186202.0,492934866245,4030 EAGLE ROCK BLVD,125.2,0,-22.5,-22.5,73.0,0.0,,Not Available,"Charles Dunn Real Estate Services, Inc.",37325.0,,,1.0,100.0,,90065,2019,Retail Store,51.7,135.2,1872.4,51.5,135.1,1990.0,071,"20,000 to 49,999",0,3,-118.22673999999999,34.12103,23.441010299616398,46.2101147685711,0.0,Retail,1990s,37325,66.5,1393155625,1.5094020000000001
2796,6037186202.0,493121867034,3833 W AVENUE 42,58.1,1,-35.9,-35.9,,0.0,,Not Available,Pari Enterprises,23728.0,,,1.0,100.0,,90065,2018,Multifamily Housing,39.8,75.7,2070.6,39.8,75.7,1983.0,024,"20,000 to 49,999",0,3,-118.225624,34.122475,23.441010299616398,46.2101147685711,0.0,Multi Family House,1980s,23728,39.8,563017984,0.256238
3759,6037206010.0,493190847369,1700 NAUD ST,15.8,1,-79.4,-79.4,,0.0,,Not Available,ES Holding Limited LLC,26261.0,,,4.0,100.0,,90012,2019,Office,8.5,23.9,113.0,8.5,23.9,2018.0,021,"20,000 to 49,999",0,5,-118.22649399999999,34.068690000000004,58.06293736066811,95.3714213646109,1.0,Office,1990s,26261,8.5,689640121,5.3621099999999995
2788,6037186202.0,493267866420,4124 EAGLE ROCK BLVD,101.8,1,-13.0,-13.0,70.0,0.0,,Not Available,"Vert Energy Group, Inc.",50210.0,,,1.0,100.0,,90065,2018,Multifamily Housing,32.1,66.1,2146.2,32.1,66.1,1985.0,062,"50,000 to 99,999",0,1,-118.22616599999999,34.121307,23.441010299616398,46.2101147685711,0.0,Multi Family House,1980s,50210,33.9,2521044100,0.307288
2795,6037186202.0,493537867216,4211 EAGLE ROCK BLVD,,0,,,,,,,,,,,,,,90065,2019,,,,,,,,024,"20,000 to 49,999",0,4,-118.22485,34.12208,23.441010299616398,46.2101147685711,0.0,Retail,1990s,32048,88.6,1027074304,1.9889709999999998
3673,6037199000.0,494218850770,310 N SAN FERNANDO RD,,0,,,,,,,,,,,,,,90031,2020,,,,,,,,017,"100,000+",0,1,-118.222885,34.077026000000004,61.191203761705296,96.74612183125241,1.0,Retail,1950s,158000,46.1,24964000000,8.312699
3798,6037206032.0,494260841247,1330 PLEASANT AVE,,0,,,,,,,,,,,,,,90033,2020,,,,,,,,036,"20,000 to 49,999",0,4,-118.22227,34.051598,71.5647433016312,99.5081346954219,1.0,Multi Family House,1980s,28000,4.9,784000000,0.159224
2780,6037186201.0,494303867546,4341 EAGLE ROCK BLVD,64.4,1,-28.8,-28.8,,0.0,,Not Available,Pari Enterprises,22450.0,,,1.0,95.0,,90041,2018,Multifamily Housing,47.6,84.0,2056.4,47.7,84.1,1979.0,009,"20,000 to 49,999",0,4,-118.22216,34.123394,20.3680887222916,39.2483289191575,0.0,Multi Family House,1970s,22450,47.6,504002500,0.29723
3809,6037206050.0,494559831639,2627 E OLYMPIC BLVD,126.1,0,-38.2,-38.2,96.0,1.0,,Not Available,WegoWise,67923.0,,,1.0,100.0,,90023,2019,Multifamily Housing,29.7,59.3,2727.4,29.6,59.2,2001.0,025,"50,000 to 99,999",0,5,-118.22148,34.024994,79.0252930058675,99.899104552907,1.0,Multi Family House,1990s,67923,27.3,4613533929,0.220507
3803,6037206050.0,494655831927,1301 S BOYLE AVE,209.6,1,-29.4,-29.4,90.0,0.0,,Not Available,Retirement Housing Foundation,86936.0,,,1.0,100.0,,90023,2018,Multifamily Housing,39.7,72.1,4584.8,39.7,72.1,2003.0,032,"50,000 to 99,999",0,4,-118.2209,34.02625,79.0252930058675,99.899104552907,1.0,Multi Family House,1990s,86936,38.7,7557868096,0.30644099999999996
2784,6037186201.0,494662868058,4375 YORK BLVD,,0,,,,,,,,,,,,,,90041,2020,,,,,,,,017,"20,000 to 49,999",0,5,-118.22183999999999,34.124924,20.3680887222916,39.2483289191575,0.0,Multi Family House,1960s,34141,17.0,1165607881,0.204198
3800,6037206032.0,494987839720,1781 E 1ST ST,65.8,1,-44.4,-44.4,98.0,0.0,,Not Available,The John Stewart Company,49467.0,,,1.0,100.0,,90033,2018,Multifamily Housing,22.9,35.7,1537.2,23.0,35.9,1889.0,041,"20,000 to 49,999",0,1,-118.2201,34.047256,71.5647433016312,99.5081346954219,1.0,Multi Family House,1990s,49467,23.7,2446984089,0.176323
